,Text
2546,politicususa: christian right calls al franken a liberal bully for exposing their big lie: al franken: charged w... httplink
2547,@username me too!![x i miss second grade cause i started getting bullied at 3rd grade /x
2548,daniela fazendo bullying comigo s porque eu no sei falar o nome da me dela. @username
2549,"@username what it feels like to be bullied & ridiculed as you were. demi's become my sole inspiration in life, made me a stronger person."
2550,@username we all dnt need to know how u feel after a massage either on #fb but we still have to read that lv @username alone!! #bully
2551,"hoje, 17 adolescentes vo tirar suas prprias vidas, devido ao bullying. - ? reblog se voc se importa. ? ?... httplink"
2552,quem mais sofre bullying: ( ) loiras burras. ( ) nerds. (x) o nmero ?24? da chamada. -> @username dhuashudsahudahsu
2553,"?@username: hoy ingreso una denuncia por agresiones verbales, injurias y calumnias atravs de twitter. twitter bullying?// chaan!!!!!"
2554,@username // well would you prefer being a bully or continue when daves at kurts house?
2555,i wish i wud get to college and somebody try to bully me .
2556,:o celebrities open up about their bullying experiences in new book dont peak at high school httplink scabies
2557,"acaba a doena, comea o bullying! puta vida fodida a sua hein garoto!"
2558,@username iya :( gue sama jaki sakit tapi semangat nge bully momo tetep tinggi. hahaha
2559,@username you're a bully lol
2560,@username wen i gt bullied v bad@username old skol ur songs help me thru hard times thank u 4 standin up 4 me ur an insper8ion pleaz replyx
2561,@username sorry i dont know how to work twitter but you sould like on fb stand for the silent its a program to stop bullying
2562,"fan, not here to defend him. i just don't agree to cyber bullying. it's a coward's way to defamed a person. be smart"
2563,"@username de la chingada mi bully, yo perd la fe hace mucho tiempo ya me canse pero no puedo hacer que pare #pesadilla."
2564,8/5 relatives father violent even in practical jokes httplink #gay #glbt #lgbt #bullying #murder #brandonmcinerney #larryking
2565,@username por qu alguien a quien yo claramente le hara bullying cada dos segundos querra conocerme?//tendra interes en molly?
2566,@username isso bullying. huahau
2567,bullying com os primos mais novos. #eupratico
2568,lembrei que da nica vez que fui a festa das neves sofri bullying. o cara me deixou andar na motinha pq eu era uma criana gordinha
2569,man @username just a bully ! hmphh ! but he did teach me how to kick ppl ! (:
2570,"hoje, 17 adolescentes vo tirar suas prprias vidas, devido ao bullying. - ? reblog se voc se importa. ? ?... httplink"
2571,@username @username was wondering how we were gonna build a bully without one of the most punishing ballcarriers in the nfl. #savagerb
2572,breaking the chain of pain httplink #abuse #bullying
2573,@username @username @username @username dans a bully ): he bullys me all the time )':
2574,#juegosdecolegio cuando me encerraban en el armario y le daban vueltas hasta que quedara con graves contusiones. bullying mode on (broma)
2575,"?@username: need 2 stand on our constit rights. union thugs, be warned. americans will not be bullied even from our own.? #wiunion"
2576,@username isso a d processo sabia? homofobia e bulling virtual meu bem .-. agente pode muito bem te processar. (:
2577,@username son ms los seguidores que los q te hacen cyber-bullying ... no nos abandones! xd
2578,"im the biggest bully bullshit, go suck his dick mom."
2579,"""bagian mana yang kamu suka?"" ""saat lo dihina dan di bully sama semua orang haha"" ""oh gitu? ok ckstw lo gue end!"" ""jangan pergi dora"""
2580,"@username s faltou o andressam_ ali n, eu senti o bullying. aquelas"
2581,oh you're just a bully! #dfkm
2582,bullying : quando voc esta no onibus e tem um lugar vago no seu lado e as pessoas preferem ficar em p
2583,just got bullied by @username and @username lol.
2584,@username you're just proving that you're the only cyber bully here sunshine
2585,"@username looks like your the ""mean tweeter"" and the ""cyber bully"". let it go...it's tv! kelly does fine, with her own hurtful words."
2586,isso bullying chamar de feio?
2587,kicked off the little league season today great job bulldogs
2588,@username para el bulling! ya qued claro que no te gustan.
2589,sooo @username jus said she not mean && not a bully then she calls me an a$$ hole.... #mean
2590,"childhood obesity is accompanied by risk of psychosocial problems: low esteem, social isolation, schoolyard bullying (wake et al., 2002)"
2591,"bullying in schools in the top 5 list of parental concerns for #kids, students..httplink #educate #parents #family #moms"
2592,estou sofrendo bulling aqui ): @username e @username
2593,@username bully. smh
2594,"@username ck us out www.hbhliveapparel.com sending out a positive messg ""live"" health awareness, stop, gang, drug abuse, bullying ect."
2595,jesus aprova o bullying neste caso rt @username julia ta fazeno siber bule cmg n to gostano
2596,i may bully you but i love you lots. just like jelly tots!
2597,@username por eso demi es mi modelo a seguir ella hace que no te rindas facilmente. ya de bullying ya casi no me dicen me tratan mejor
2598,@username heyy=] i signed yeah she does not deserve any of it thts just bull how ppl bully selena=[
2599,boo. every bully went home. mom n' dad figured da party would go all night. oh well. next year!
2600,@username getting bullied #taintpunch httplink
2601,bullying e otimo!... apartir do momento que no e praticado com voc!
2602,"@username lol . i know , all the times ive been bullied . . smh ."
2603,yes it is! @username: bcbb beer news flash: wet hopped chinnook keg just kicked. wet hopped centennial now on tap. best yet. #ncbeer
2604,@username :o <-- ya??emoticon apa ini bully?ga ga ga ngerti.hehe
2605,???????????????????????????????????????????????????????????????????bully?3?
2606,#nohate please @username she sweet amazing cool and talented even @username said she cool please stop that like bullying
2607,"@username hahahahahahaha, coitado do @username , sofre bullying no cec, no cna, na casa dele! poor boeing!"
2608,@username @username this i akin to cyber bullying !!
2609,"what cyber bullying? christopher lao's 15 minutes of shame is done, dead, and gone. next please! #duh"
2610,@username she didn't want to do it. i made her. bullying kids...hours of fun guaranteed.
2611,"jangan ganggu gue lagi, atau jangan salahin gue kalo follower gue bully elo! #nolakbalikan #ancamanselebtwitter #combo"
2612,"after reading up on the microsoft/apple/oracle vs. google #patent war, i am a bit afraid of being inventive with all of the patent bullying."
2613,"@username eu ia , mas eu sofria bullying naquela igreja e n vou mais '-' kkkkkkkkkkkkkk"
2614,soy el blanco de bullying en mi casa. aunque lo que mas me molesta es ser el blanco. #foreverloser
2615,"poxaaaa, sofro bullying da familia da fer"
2616,@username cyber bully.
2617,@username its a bully thing to get intense. my girl lola does it a lot. most with correcting the boys.
2618,"#acakfilm [lmeysi] (1956) bob sunin, p:bullying c:uk poin: 6"
2619,love mean by taylor swift. as a child i was bullied. but now i'm going to a private college. take that destiny t.
2620,@username confronting a redneck bully - i'm still white - and while facing that is right - i was still safe - unfairness breeds this
2621,quem mais sofre bullying: ( ) loiras. ( ) nerds. (x) o nmero ?24? da chamada
2622,retail news: bad call: telstra accused of bullying httplink
2623,patty one nd already ayee bully !
2624,@username he got bullied by another cat & has been very scarce & wouldn't come in. he's in & eating tonight.
2625,i remember when someone told me that private colleges r better than state schools coz they bully in the state schools...b.s!
2626,ever get #bullied for being fat? porky gets her revenge: httplink
2627,@username hey lil buddy. im tj. im 10. i know what its like to be bullied. just hang in there and stay strong. httplink
2628,"nunca faa bullying, por que quando aquela pessoa crescer, pode virar um bruxo das trevas e se aliar a lord... httplink"
2629,"dear hacker, please refrain from bullying my facebook account. get a life!"
2630,quem mais sofre bullying: - ? ( ) loiras. ? ? ( ) nerds. ? ? (x) o nmero ?24? da chamada. httplink
2631,bullying and your children - httplink
2632,@username lol. hush! you bully :)
2633,payton rae supports bullying prevention httplink via @username
2634,"read my response to ""pass this on if you are anti-bullying. #noh8 ?"": httplink"
2635,"@username there is usually very good reason charities, anti-bullying activists, business partners & reputable media disassociate w/some1"
2636,@username bully !!!!! <3 xxxxxxxxxxxxxxxxxxxxxxxx httplink
2637,"@username lmbo , i think you just like pickin w. them . you're a bully -.-"
2638,"@username too bad verizon wireless doesn't have a union..the upper management couldn't bully, like they do now."
2639,"@username ""bedroom bully"" mix cd by @username - #freedungloadlink : httplink - ? httplink"
2640,"no, to to feia que bullying dar risada"
2641,@username everyone thinks so! i'm glad that there's someone like you that actually cares about the anti-bullying subject.
2642,"@username no, but a close friend has known him since primary school and they were neighbors. said he was defo a drug dealer and a bully."
2643,"@username @username i think poor @username is being harassed and bullied by a complete nobber via twitter. hope she's not on her own,"
2644,"nunca faa bullying, por que quando aquela pessoa crescer, pode virar um bruxo das trevas e se aliar a lord... httplink"
2645,@username i am big bully and big belly! :d
